timestamp,open,high,low,close,volume
2024-01-15T09:00:00.000Z,1.087,1.08726,1.08678,1.08704,183
2024-01-15T09:01:00.000Z,1.08704,1.08729,1.08684,1.08709,160
2024-01-15T09:02:00.000Z,1.08709,1.08728,1.08687,1.08706,147
2024-01-15T09:03:00.000Z,1.08706,1.08721,1.08677,1.08692,186
2024-01-15T09:04:00.000Z,1.08692,1.0871,1.08673,1.08691,160
2024-01-15T09:05:00.000Z,1.08691,1.08714,1.08671,1.08694,181
2024-01-15T09:06:00.000Z,1.08694,1.08722,1.0868,1.08708,193
2024-01-15T09:07:00.000Z,1.08708,1.08725,1.08687,1.08704,235
2024-01-15T09:08:00.000Z,1.08704,1.08713,1.08693,1.08702,157
2024-01-15T09:09:00.000Z,1.08702,1.08719,1.0869,1.08707,173
2024-01-15T09:10:00.000Z,1.08707,1.08731,1.08697,1.08721,202
2024-01-15T09:11:00.000Z,1.08721,1.08742,1.08708,1.08729,165
2024-01-15T09:12:00.000Z,1.08729,1.08739,1.08709,1.08719,171
2024-01-15T09:13:00.000Z,1.08719,1.08737,1.08689,1.08707,206
2024-01-15T09:14:00.000Z,1.08707,1.0872,1.08684,1.08697,122
2024-01-15T09:15:00.000Z,1.08697,1.08706,1.08681,1.0869,165
2024-01-15T09:16:00.000Z,1.0869,1.08707,1.08663,1.0868,175
2024-01-15T09:17:00.000Z,1.0868,1.08708,1.08667,1.08695,130
2024-01-15T09:18:00.000Z,1.08695,1.08722,1.08676,1.08703,191
2024-01-15T09:19:00.000Z,1.08703,1.08719,1.08673,1.08689,196
2024-01-15T09:20:00.000Z,1.08689,1.08705,1.08663,1.08679,205
2024-01-15T09:21:00.000Z,1.08679,1.08696,1.0867,1.08687,183
2024-01-15T09:22:00.000Z,1.08687,1.08711,1.08678,1.08702,204
2024-01-15T09:23:00.000Z,1.08702,1.0873,1.08687,1.08715,233
2024-01-15T09:24:00.000Z,1.08715,1.08736,1.08698,1.08719,192
2024-01-15T09:25:00.000Z,1.08719,1.08729,1.08695,1.08705,180
2024-01-15T09:26:00.000Z,1.08705,1.08735,1.08684,1.08714,235
2024-01-15T09:27:00.000Z,1.08714,1.08725,1.08703,1.08714,166
2024-01-15T09:28:00.000Z,1.08714,1.08743,1.08694,1.08723,201
2024-01-15T09:29:00.000Z,1.08723,1.08743,1.08696,1.08716,185
2024-01-15T09:30:00.000Z,1.08716,1.08749,1.08694,1.08727,178
2024-01-15T09:31:00.000Z,1.08727,1.08735,1.08707,1.08715,184
2024-01-15T09:32:00.000Z,1.08715,1.08734,1.08687,1.08706,191
2024-01-15T09:33:00.000Z,1.08706,1.08715,1.08694,1.08703,122
2024-01-15T09:34:00.000Z,1.08703,1.08716,1.08684,1.08697,185
2024-01-15T09:35:00.000Z,1.08697,1.08729,1.08678,1.0871,128
2024-01-15T09:36:00.000Z,1.0871,1.08729,1.08689,1.08708,134
2024-01-15T09:37:00.000Z,1.08708,1.08716,1.0869,1.08698,201
