timestamp,open,high,low,close,volume
2024-01-15T09:00:00.000Z,2034.5,2035.13,2034.03,2034.66,51
2024-01-15T09:01:00.000Z,2034.66,2035.23,2034.32,2034.89,54
2024-01-15T09:02:00.000Z,2034.89,2035.35,2034.42,2034.88,72
2024-01-15T09:03:00.000Z,2034.88,2035.54,2034.41,2035.07,53
2024-01-15T09:04:00.000Z,2035.07,2035.42,2034.46,2034.81,85
2024-01-15T09:05:00.000Z,2034.81,2035.27,2034.23,2034.69,75
2024-01-15T09:06:00.000Z,2034.69,2035.2,2034.37,2034.88,89
2024-01-15T09:07:00.000Z,2034.88,2035.21,2034.61,2034.94,72
2024-01-15T09:08:00.000Z,2034.94,2035.22,2034.72,2035,69
2024-01-15T09:09:00.000Z,2035,2035.5,2034.75,2035.25,72
2024-01-15T09:10:00.000Z,2035.25,2035.97,2034.85,2035.57,73
2024-01-15T09:11:00.000Z,2035.57,2036.12,2035.31,2035.86,54
2024-01-15T09:12:00.000Z,2035.86,2036.45,2035.54,2036.13,72
2024-01-15T09:13:00.000Z,2036.13,2036.46,2035.61,2035.94,66
2024-01-15T09:14:00.000Z,2035.94,2036.43,2035.46,2035.95,67
2024-01-15T09:15:00.000Z,2035.95,2036.43,2035.14,2035.62,75
2024-01-15T09:16:00.000Z,2035.62,2036.2,2035.23,2035.81,52
2024-01-15T09:17:00.000Z,2035.81,2036.09,2035.58,2035.86,56
2024-01-15T09:18:00.000Z,2035.86,2036.53,2035.54,2036.21,47
2024-01-15T09:19:00.000Z,2036.21,2036.61,2035.95,2036.35,63
2024-01-15T09:20:00.000Z,2036.35,2036.74,2035.92,2036.31,72
2024-01-15T09:21:00.000Z,2036.31,2036.49,2036.03,2036.21,85
2024-01-15T09:22:00.000Z,2036.21,2036.72,2035.42,2035.93,74
2024-01-15T09:23:00.000Z,2035.93,2036.39,2035.63,2036.09,48
2024-01-15T09:24:00.000Z,2036.09,2036.59,2035.38,2035.88,56
2024-01-15T09:25:00.000Z,2035.88,2036.29,2035.2,2035.61,82
2024-01-15T09:26:00.000Z,2035.61,2036.4,2035.17,2035.96,80
2024-01-15T09:27:00.000Z,2035.96,2036.38,2035.28,2035.7,77
2024-01-15T09:28:00.000Z,2035.7,2036.2,2035.27,2035.77,47
2024-01-15T09:29:00.000Z,2035.77,2035.98,2035.29,2035.5,79
2024-01-15T09:30:00.000Z,2035.5,2035.68,2034.98,2035.16,69
2024-01-15T09:31:00.000Z,2035.16,2035.65,2034.36,2034.85,84
2024-01-15T09:32:00.000Z,2034.85,2035.36,2034.5,2035.01,75
2024-01-15T09:33:00.000Z,2035.01,2035.59,2034.73,2035.31,79
2024-01-15T09:34:00.000Z,2035.31,2035.83,2035.04,2035.56,46
2024-01-15T09:35:00.000Z,2035.56,2035.89,2035.3,2035.63,55
2024-01-15T09:36:00.000Z,2035.63,2036.23,2035.12,2035.72,51
2024-01-15T09:37:00.000Z,2035.72,2036.02,2035.28,2035.58,46
2024-01-15T09:38:00.000Z,2035.58,2036.12,2035.31,2035.85,75
2024-01-15T09:39:00.000Z,2035.85,2036.07,2035.44,2035.66,83
2024-01-15T09:40:00.000Z,2035.66,2036.07,2035.47,2035.88,78
2024-01-15T09:41:00.000Z,2035.88,2036.48,2035.54,2036.14,83
2024-01-15T09:42:00.000Z,2036.14,2036.48,2035.85,2036.19,68
2024-01-15T09:43:00.000Z,2036.19,2036.52,2035.58,2035.91,77
2024-01-15T09:44:00.000Z,2035.91,2036.49,2035.45,2036.03,83
2024-01-15T09:45:00.000Z,2036.03,2036.46,2035.69,2036.12,48
2024-01-15T09:46:00.000Z,2036.12,2036.68,2035.67,2036.23,88
2024-01-15T09:47:00.000Z,2036.23,2036.75,2035.95,2036.47,65
2024-01-15T09:48:00.000Z,2036.47,2037.23,2036.05,2036.81,77
2024-01-15T09:49:00.000Z,2036.81,2037.33,2036.23,2036.75,80
2024-01-15T09:50:00.000Z,2036.75,2037.29,2036.34,2036.88,76
2024-01-15T09:51:00.000Z,2036.88,2037.18,2036.53,2036.83,62
2024-01-15T09:52:00.000Z,2036.83,2037.43,2036.54,2037.14,71
2024-01-15T09:53:00.000Z,2037.14,2037.32,2036.89,2037.07,74
2024-01-15T09:54:00.000Z,2037.07,2037.43,2036.66,2037.02,71
2024-01-15T09:55:00.000Z,2037.02,2037.54,2036.26,2036.78,45
2024-01-15T09:56:00.000Z,2036.78,2037.29,2036.22,2036.73,76
2024-01-15T09:57:00.000Z,2036.73,2037.22,2036.25,2036.74,53
2024-01-15T09:58:00.000Z,2036.74,2037.47,2036.28,2037.01,89
2024-01-15T09:59:00.000Z,2037.01,2037.43,2036.29,2036.71,46
2024-01-15T10:00:00.000Z,2036.71,2036.97,2036.26,2036.52,87
2024-01-15T10:01:00.000Z,2036.52,2036.97,2036.15,2036.6,83
2024-01-15T10:02:00.000Z,2036.6,2037.07,2036.37,2036.84,57
2024-01-15T10:03:00.000Z,2036.84,2037.05,2036.37,2036.58,51
2024-01-15T10:04:00.000Z,2036.58,2037.15,2036.19,2036.76,52
2024-01-15T10:05:00.000Z,2036.76,2036.97,2036.48,2036.69,80
2024-01-15T10:06:00.000Z,2036.69,2036.96,2036.47,2036.74,56
2024-01-15T10:07:00.000Z,2036.74,2037.44,2036.37,2037.07,62
2024-01-15T10:08:00.000Z,2037.07,2037.25,2036.74,2036.92,66
2024-01-15T10:09:00.000Z,2036.92,2037.28,2036.5,2036.86,79
2024-01-15T10:10:00.000Z,2036.86,2037.54,2036.46,2037.14,57
2024-01-15T10:11:00.000Z,2037.14,2037.62,2036.55,2037.03,76
2024-01-15T10:12:00.000Z,2037.03,2037.42,2036.76,2037.15,51
2024-01-15T10:13:00.000Z,2037.15,2037.45,2036.51,2036.81,54
2024-01-15T10:14:00.000Z,2036.81,2037.14,2036.6,2036.93,52
2024-01-15T10:15:00.000Z,2036.93,2037.33,2036.25,2036.65,88
2024-01-15T10:16:00.000Z,2036.65,2037.02,2036.18,2036.55,78
2024-01-15T10:17:00.000Z,2036.55,2037.08,2036.18,2036.71,87
2024-01-15T10:18:00.000Z,2036.71,2037.08,2036.34,2036.71,75
2024-01-15T10:19:00.000Z,2036.71,2037.39,2036.21,2036.89,82
2024-01-15T10:20:00.000Z,2036.89,2037.55,2036.43,2037.09,82
2024-01-15T10:21:00.000Z,2037.09,2037.32,2036.9,2037.13,71
2024-01-15T10:22:00.000Z,2037.13,2037.59,2036.48,2036.94,77
2024-01-15T10:23:00.000Z,2036.94,2037.41,2036.68,2037.15,88
2024-01-15T10:24:00.000Z,2037.15,2037.83,2036.68,2037.36,46
2024-01-15T10:25:00.000Z,2037.36,2037.71,2036.85,2037.2,80
2024-01-15T10:26:00.000Z,2037.2,2037.57,2036.81,2037.18,75
2024-01-15T10:27:00.000Z,2037.18,2037.49,2036.66,2036.97,66
2024-01-15T10:28:00.000Z,2036.97,2037.4,2036.56,2036.99,79
2024-01-15T10:29:00.000Z,2036.99,2037.24,2036.67,2036.92,49
2024-01-15T10:30:00.000Z,2036.92,2037.43,2036.33,2036.84,79
2024-01-15T10:31:00.000Z,2036.84,2037.55,2036.48,2037.19,79
2024-01-15T10:32:00.000Z,2037.19,2037.64,2036.91,2037.36,69
2024-01-15T10:33:00.000Z,2037.36,2038.05,2036.95,2037.64,72
2024-01-15T10:34:00.000Z,2037.64,2037.88,2037.17,2037.41,83
2024-01-15T10:35:00.000Z,2037.41,2037.79,2037.17,2037.55,49
2024-01-15T10:36:00.000Z,2037.55,2038.03,2036.72,2037.2,76
2024-01-15T10:37:00.000Z,2037.2,2037.55,2036.74,2037.09,53
2024-01-15T10:38:00.000Z,2037.09,2037.59,2036.35,2036.85,72
2024-01-15T10:39:00.000Z,2036.85,2037.23,2036.24,2036.62,66
2024-01-15T10:40:00.000Z,2036.62,2036.94,2036.43,2036.75,57
2024-01-15T10:41:00.000Z,2036.75,2037.02,2036.32,2036.59,70
2024-01-15T10:42:00.000Z,2036.59,2037.17,2036.1,2036.68,72
2024-01-15T10:43:00.000Z,2036.68,2037.03,2036.48,2036.83,80
2024-01-15T10:44:00.000Z,2036.83,2037.32,2036.01,2036.5,87
2024-01-15T10:45:00.000Z,2036.5,2036.8,2035.94,2036.24,77
2024-01-15T10:46:00.000Z,2036.24,2036.57,2035.86,2036.19,78
2024-01-15T10:47:00.000Z,2036.19,2036.68,2035.5,2035.99,47
2024-01-15T10:48:00.000Z,2035.99,2036.47,2035.47,2035.95,65
2024-01-15T10:49:00.000Z,2035.95,2036.52,2035.55,2036.12,65
2024-01-15T10:50:00.000Z,2036.12,2036.49,2035.57,2035.94,70
2024-01-15T10:51:00.000Z,2035.94,2036.55,2035.68,2036.29,73
2024-01-15T10:52:00.000Z,2036.29,2036.59,2035.77,2036.07,53
2024-01-15T10:53:00.000Z,2036.07,2036.25,2035.79,2035.97,82
2024-01-15T10:54:00.000Z,2035.97,2036.5,2035.71,2036.24,70
2024-01-15T10:55:00.000Z,2036.24,2036.95,2035.87,2036.58,64
2024-01-15T10:56:00.000Z,2036.58,2037.02,2036.36,2036.8,59
2024-01-15T10:57:00.000Z,2036.8,2037.36,2036.38,2036.94,53
2024-01-15T10:58:00.000Z,2036.94,2037.17,2036.48,2036.71,55
2024-01-15T10:59:00.000Z,2036.71,2037.04,2036.32,2036.65,63
2024-01-15T11:00:00.000Z,2036.65,2037.33,2036.28,2036.96,47
2024-01-15T11:01:00.000Z,2036.96,2037.5,2036.48,2037.02,74
2024-01-15T11:02:00.000Z,2037.02,2037.31,2036.54,2036.83,51
2024-01-15T11:03:00.000Z,2036.83,2037.52,2036.38,2037.07,57
2024-01-15T11:04:00.000Z,2037.07,2037.44,2036.74,2037.11,80
2024-01-15T11:05:00.000Z,2037.11,2037.45,2036.45,2036.79,59
2024-01-15T11:06:00.000Z,2036.79,2037.27,2036.02,2036.5,62
2024-01-15T11:07:00.000Z,2036.5,2036.97,2036.1,2036.57,75
2024-01-15T11:08:00.000Z,2036.57,2037.18,2036.13,2036.74,51
2024-01-15T11:09:00.000Z,2036.74,2037.41,2036.33,2037,83
2024-01-15T11:10:00.000Z,2037,2037.31,2036.41,2036.72,50
2024-01-15T11:11:00.000Z,2036.72,2037.19,2036.44,2036.91,81
2024-01-15T11:12:00.000Z,2036.91,2037.43,2036.29,2036.81,64
2024-01-15T11:13:00.000Z,2036.81,2037.22,2036.18,2036.59,46
2024-01-15T11:14:00.000Z,2036.59,2036.97,2036.29,2036.67,86
2024-01-15T11:15:00.000Z,2036.67,2036.97,2036.18,2036.48,86
2024-01-15T11:16:00.000Z,2036.48,2036.76,2036.14,2036.42,72
2024-01-15T11:17:00.000Z,2036.42,2036.89,2035.95,2036.42,46
2024-01-15T11:18:00.000Z,2036.42,2036.81,2036.05,2036.44,73
2024-01-15T11:19:00.000Z,2036.44,2036.96,2035.94,2036.46,49
2024-01-15T11:20:00.000Z,2036.46,2037.23,2035.94,2036.71,51
2024-01-15T11:21:00.000Z,2036.71,2036.97,2036.2,2036.46,57
2024-01-15T11:22:00.000Z,2036.46,2036.81,2035.97,2036.32,63
2024-01-15T11:23:00.000Z,2036.32,2036.6,2035.97,2036.25,64
2024-01-15T11:24:00.000Z,2036.25,2036.59,2035.77,2036.11,57
2024-01-15T11:25:00.000Z,2036.11,2036.61,2035.37,2035.87,77
2024-01-15T11:26:00.000Z,2035.87,2036.51,2035.53,2036.17,59
2024-01-15T11:27:00.000Z,2036.17,2036.4,2035.94,2036.17,70
2024-01-15T11:28:00.000Z,2036.17,2036.68,2035.76,2036.27,59
2024-01-15T11:29:00.000Z,2036.27,2036.45,2035.84,2036.02,71
2024-01-15T11:30:00.000Z,2036.02,2036.32,2035.51,2035.81,85
2024-01-15T11:31:00.000Z,2035.81,2035.99,2035.62,2035.8,46
2024-01-15T11:32:00.000Z,2035.8,2036.29,2035.47,2035.96,64
2024-01-15T11:33:00.000Z,2035.96,2036.47,2035.34,2035.85,69
2024-01-15T11:34:00.000Z,2035.85,2036.33,2035.43,2035.91,59
2024-01-15T11:35:00.000Z,2035.91,2036.4,2035.35,2035.84,84
2024-01-15T11:36:00.000Z,2035.84,2036.12,2035.59,2035.87,73
2024-01-15T11:37:00.000Z,2035.87,2036.24,2035.41,2035.78,71
2024-01-15T11:38:00.000Z,2035.78,2036.37,2035.45,2036.04,83
2024-01-15T11:39:00.000Z,2036.04,2036.42,2035.42,2035.8,69
2024-01-15T11:40:00.000Z,2035.8,2036.2,2035.35,2035.75,49
2024-01-15T11:41:00.000Z,2035.75,2035.96,2035.22,2035.43,83
2024-01-15T11:42:00.000Z,2035.43,2036.07,2035.11,2035.75,64
2024-01-15T11:43:00.000Z,2035.75,2036.4,2035.23,2035.88,48
2024-01-15T11:44:00.000Z,2035.88,2036.32,2035.56,2036,58
2024-01-15T11:45:00.000Z,2036,2036.51,2035.28,2035.79,68
2024-01-15T11:46:00.000Z,2035.79,2036.09,2035.28,2035.58,85
2024-01-15T11:47:00.000Z,2035.58,2036.09,2035.3,2035.81,51
2024-01-15T11:48:00.000Z,2035.81,2036.39,2035.56,2036.14,84
2024-01-15T11:49:00.000Z,2036.14,2036.61,2035.91,2036.38,61
2024-01-15T11:50:00.000Z,2036.38,2036.68,2035.89,2036.19,59
2024-01-15T11:51:00.000Z,2036.19,2036.82,2035.91,2036.54,49
2024-01-15T11:52:00.000Z,2036.54,2037.1,2036.24,2036.8,46
2024-01-15T11:53:00.000Z,2036.8,2037.2,2036.44,2036.84,67
2024-01-15T11:54:00.000Z,2036.84,2037.25,2036.35,2036.76,84
2024-01-15T11:55:00.000Z,2036.76,2037.16,2036.27,2036.67,67
2024-01-15T11:56:00.000Z,2036.67,2036.9,2036.34,2036.57,60
2024-01-15T11:57:00.000Z,2036.57,2036.82,2036.14,2036.39,72
2024-01-15T11:58:00.000Z,2036.39,2036.76,2036.11,2036.48,75
2024-01-15T11:59:00.000Z,2036.48,2036.74,2035.99,2036.25,70
2024-01-15T12:00:00.000Z,2036.25,2036.91,2035.88,2036.54,64
2024-01-15T12:01:00.000Z,2036.54,2037.2,2036.02,2036.68,68
2024-01-15T12:02:00.000Z,2036.68,2036.94,2036.07,2036.33,82
2024-01-15T12:03:00.000Z,2036.33,2036.83,2035.59,2036.09,77
2024-01-15T12:04:00.000Z,2036.09,2036.54,2035.76,2036.21,45
2024-01-15T12:05:00.000Z,2036.21,2036.53,2035.79,2036.11,47
2024-01-15T12:06:00.000Z,2036.11,2036.49,2035.52,2035.9,70
