timestamp,open,high,low,close,volume
2024-01-15T09:00:00.000Z,1.268,1.26825,1.26782,1.26807,127
2024-01-15T09:01:00.000Z,1.26807,1.2683,1.26794,1.26817,168
2024-01-15T09:02:00.000Z,1.26817,1.26833,1.26799,1.26815,182
2024-01-15T09:03:00.000Z,1.26815,1.26855,1.26791,1.26831,130
2024-01-15T09:04:00.000Z,1.26831,1.26843,1.26811,1.26823,153
2024-01-15T09:05:00.000Z,1.26823,1.2685,1.26794,1.26821,151
2024-01-15T09:06:00.000Z,1.26821,1.26864,1.26793,1.26836,123
2024-01-15T09:07:00.000Z,1.26836,1.26855,1.26817,1.26836,169
2024-01-15T09:08:00.000Z,1.26836,1.26858,1.26813,1.26835,135
2024-01-15T09:09:00.000Z,1.26835,1.26861,1.2682,1.26846,97
2024-01-15T09:10:00.000Z,1.26846,1.26864,1.26826,1.26844,157
2024-01-15T09:11:00.000Z,1.26844,1.26884,1.26818,1.26858,170
2024-01-15T09:12:00.000Z,1.26858,1.26885,1.26832,1.26859,144
2024-01-15T09:13:00.000Z,1.26859,1.26871,1.26834,1.26846,151
2024-01-15T09:14:00.000Z,1.26846,1.26882,1.26823,1.26859,167
2024-01-15T09:15:00.000Z,1.26859,1.26878,1.26826,1.26845,97
2024-01-15T09:16:00.000Z,1.26845,1.26876,1.26833,1.26864,172
2024-01-15T09:17:00.000Z,1.26864,1.2689,1.26849,1.26875,111
2024-01-15T09:18:00.000Z,1.26875,1.26887,1.26859,1.26871,173
2024-01-15T09:19:00.000Z,1.26871,1.26889,1.26847,1.26865,97
2024-01-15T09:20:00.000Z,1.26865,1.26889,1.26853,1.26877,157
2024-01-15T09:21:00.000Z,1.26877,1.26898,1.2684,1.26861,162
2024-01-15T09:22:00.000Z,1.26861,1.26883,1.2684,1.26862,158
2024-01-15T09:23:00.000Z,1.26862,1.26904,1.26833,1.26875,143
2024-01-15T09:24:00.000Z,1.26875,1.26917,1.2685,1.26892,183
2024-01-15T09:25:00.000Z,1.26892,1.26924,1.26863,1.26895,158
